time,open,high,low,close,Volume,EMA,ATR,ema,atr,upper_band,lower_band,capital_investment
2009/2/19 5:30,2273.702,2300.463,2259.679,2298.412,30918574,,,2105.381589,192.944,5964.261589,-1753.498411,0.55
2009/2/20 1:30,2299.624,2320.975,2276.302,2306.855,47204288,,,2107.3863,192.944,5966.2663,-1751.4937,0.55
2009/2/20 5:30,2307.011,2344.77,2307.011,2344.32,39057876,,,2109.743849,192.944,5968.623849,-1749.136151,0.55
2009/2/23 1:30,2330.377,2389.69,2308.07,2376.896,63335996,,,2112.402079,189.021,5892.822079,-1668.017921,0.55
2009/2/23 5:30,2377.142,2419.532,2374.522,2410.481,45540475,,,2115.368039,189.021,5895.788039,-1665.051961,0.55
2009/2/24 1:30,2372.492,2411.793,2315.184,2315.184,80104940,,,2117.356257,189.021,5897.776257,-1663.063743,0.55
2009/2/24 5:30,2314.837,2351.1,2294.522,2301.849,46097109,,,2119.192006,189.021,5899.612006,-1661.227994,0.55
2009/2/25 1:30,2327.322,2337.402,2230.293,2230.293,63436764,,,2120.297488,231.952,6759.337488,-2518.742512,0.55
2009/2/25 5:30,2229.994,2327.217,2226.924,2304.251,43992410,,,2122.127872,218.867,6499.467872,-2255.212128,0.55
2009/2/26 1:30,2293.04,2332.138,2268.557,2297.765,53691540,,,2123.875505,180.188,5727.635505,-1479.884495,0.55
2009/2/26 5:30,2297.1,2310.62,2167.372,2190.185,48186814,,,2124.535301,220.296,6530.455301,-2281.384699,0.55
2009/2/27 1:30,2164.56,2186.752,2117.061,2169.593,58684932,,,2124.983636,240.888,6942.743636,-2692.776364,0.55
2009/2/27 5:30,2169.708,2169.708,2121.845,2140.489,27930175,,,2125.137918,269.992,7524.977918,-3274.702082,0.55
2009/3/2 1:30,2123.237,2160.128,2112.403,2158.211,39100707,,,2125.467004,269.992,7525.307004,-3274.372996,0.55
2009/3/2 5:30,2158.217,2177.081,2145.007,2164.666,23241372,,,2125.857043,269.992,7525.697043,-3273.982957,0.55
2009/3/3 1:30,2103.468,2168.04,2101.213,2162.64,41384370,,,2126.223043,269.992,7526.063043,-3273.616957,0.55
2009/3/3 5:30,2162.711,2163.284,2126.978,2142.154,24268693,,,2126.38156,269.992,7526.22156,-3273.45844,0.55
2009/3/4 1:30,2157.176,2237.869,2156.228,2237.651,56440088,,,2127.488719,269.992,7527.328719,-3272.351281,0.55
2009/3/4 5:30,2238.312,2290.829,2226.509,2285.149,54084359,,,2129.057478,174.695,5622.957478,-1364.842522,0.55
2009/3/5 1:30,2316.603,2340.371,2284.222,2284.614,88587997,,,2130.605304,163.762,5405.845304,-1144.634696,0.55
2009/3/5 5:30,2284.507,2314.918,2259.863,2304.919,42281243,,,2132.339768,164.43,5420.939768,-1156.260232,0.55
2009/3/6 1:30,2259.774,2313.125,2255.818,2286.425,53129634,,,2133.872955,164.43,5422.472955,-1154.727045,0.55
2009/3/6 5:30,2286.444,2302.085,2273.591,2286.576,32162703,,,2135.392388,164.43,5423.992388,-1153.207612,0.55
2009/3/9 1:30,2302.409,2333.381,2242.643,2249.386,53673300,,,2136.526653,164.43,5425.126653,-1152.073347,0.55
2009/3/9 5:30,2248.976,2250.036,2198.864,2202.527,32568482,,,2137.183373,164.43,5425.783373,-1151.416627,0.55
2009/3/10 1:30,2175.015,2213.326,2168.497,2196.955,33518823,,,2137.778115,164.43,5426.378115,-1150.821885,0.55
2009/3/10 5:30,2197.304,2241.238,2186.376,2240.782,22796047,,,2138.80303,162.765,5394.10303,-1116.49697,0.55
2009/3/11 1:30,2289.31,2291.735,2247.536,2258.768,46619229,,,2139.996711,162.765,5395.296711,-1115.303289,0.55
2009/3/11 5:30,2258.65,2258.65,2212.949,2220.38,23243947,,,2140.796545,162.765,5396.096545,-1114.503455,0.55
